seed,optimized_design_envelope,hydrogel_tau_s,final_leak_conductance_ratio,initial_leak_conductance,mean_channel_radius_um,source_pressure_Pa,zeta_potential_mV,conductivity_S_m,baseline_out_uL_s,peak_leak_uL_s,post_leak_uL_s,leak_reduction_pct,flow_retention_pct,isolation_time_s,expected_sensor_effect_sigma,pass_isolation,pass_retention,pass_sensor,pass_all
46,True,116.11890989384496,0.02938719669086613,9.22284998376523e-12,105.0,918.2343706452282,-33.9289875737411,0.011979312499573591,2.8600538007255483,1.7220885904202374,0.1454925167170207,91.55139186645928,97.53219662598647,327.31285095214844,149.05235602579006,True,True,True,True
47,True,117.18186432368212,0.0180927103431713,7.179814501446952e-12,93.0158915711502,1032.9731901297287,-22.785364873981933,0.011111057632326119,1.998549452208493,1.3729684776441131,0.0945502105054174,93.1134463722243,97.87921733615134,333.91780853271484,191.33372986727463,True,True,True,True
48,True,86.6953625418086,0.014486632146096023,8.54765916842937e-12,80.97905665812269,962.5830817023648,-32.851522748132545,0.010948502137097686,0.9945496259607212,0.6826060549370166,0.056647668848141,91.70126481615112,97.01733626805314,316.10939025878906,261.8196047712856,True,True,True,True
49,True,98.3221571003239,0.013493638268236312,9.985803532876261e-12,101.54742828851525,1188.6048695387315,-26.34943391863974,0.00882778706721157,3.519331362389083,2.1337655730210945,0.09572567565334902,95.51376791979,98.70918292954917,271.9605827331543,276.1138291791314,True,True,True,True
50,True,92.45952056899277,0.03832250298222435,1.0331577913566046e-11,92.72394419401397,1065.3705578518789,-33.32615680255356,0.012199370778385527,1.7948565441771396,1.6915045985462211,0.2351407547707411,86.09872210972202,94.72811325703768,353.9278793334961,283.20761244153044,True,True,True,True
51,True,69.52276089829957,0.01724218856839207,1.1351866113757286e-11,87.81466036226094,974.2994000325614,-31.355904277395577,0.009546350313484074,1.4472443311874044,0.8696101696416925,0.07569436994912902,91.2955974307065,96.97990600559237,254.37232971191406,270.57446616018456,True,True,True,True
52,True,95.74044630794793,0.02437924943595566,1.2231418678905818e-11,98.03383075826575,800.0,-25.94385932744246,0.00909602004635958,1.799077590722941,1.1741606583454178,0.11034488466108017,90.60223284805215,96.68954790861164,318.77180099487305,173.99806346400476,True,True,True,True
53,True,101.50921140552957,0.017658044693260436,7.442672122933357e-12,85.19187989701862,1028.2670153697352,-34.00527664620741,0.010432239887866155,1.179154533110045,1.1431151993191042,0.08406534304357172,92.64594302537091,96.91865694656936,320.14726638793945,271.0067834185183,True,True,True,True
54,True,66.26574658038366,0.015168064623374049,4.987775345196557e-12,90.13624274156298,1063.1313011342406,-29.723657893369303,0.010242432876199362,1.6806952544733766,0.8130732956465843,0.031075728326134994,96.1779917637779,98.87649384867133,176.6721534729004,154.71227322490353,True,True,True,True
55,True,76.26145348353758,0.014332946024253963,7.665695943986881e-12,88.70607110340073,1062.0248792838408,-32.94322171727694,0.010247019142072503,1.4727582771025263,1.1029314157163954,0.05920657378919568,94.63188980334387,98.0455451868248,236.26203536987305,301.6927628908678,True,True,True,True
56,True,113.49630187481331,0.012329490704355493,7.323771685866855e-12,99.42350958752337,1009.695085535099,-28.37433414878654,0.009495758378222703,2.060105611288776,1.4515213480544296,0.06970866149429182,95.19754486644464,98.49180537381721,307.0372200012207,277.18733103525784,True,True,True,True
57,True,79.27071620632518,0.012629112100485198,7.770250141718764e-12,89.19064269463851,1068.1309335878216,-28.991376557852295,0.01046758313408983,1.8723019716287457,1.0940320581879834,0.04904088122741567,95.5174182638998,98.59463373928969,235.72637557983398,236.695618010804,True,True,True,True
58,True,100.87034125688858,0.02142363520483126,1.1808123654204797e-11,82.159114870542,968.7373275962884,-28.695802853740076,0.011103238732749357,1.1349482390351733,1.0122728260349227,0.13340601227899418,86.82114062060265,94.63713696922078,409.9065971374512,274.9796864333787,True,True,True,True
59,True,82.85106084069874,0.012389266565895982,6.440382004948205e-12,90.8506305699373,1144.3561623406845,-31.801582422384524,0.010792853610753531,2.0544845237881493,1.5037793117616831,0.05597399745523133,96.2777784600815,98.88958304103265,228.05917739868164,317.6482117276974,True,True,True,True
60,True,78.91343207063834,0.007836108363336803,1.0512155792864171e-11,89.41768181041407,958.1547056879683,-25.938560872167606,0.009232627252484518,1.55613181458099,1.0789687282874751,0.03854409297624347,96.42769137179535,98.6885776144034,247.34066009521484,183.91524037895184,True,True,True,True
61,True,79.43484131251044,0.025023965348291703,5.618296829576099e-12,101.58701614294912,873.631689772308,-27.76522954168934,0.010447709674586645,2.2010683784314478,1.0880439316568231,0.058098995963231426,94.66023436436423,98.61833211028588,204.46744918823242,135.59174648622823,True,True,True,True
62,True,86.51241292137195,0.022332473556683,7.623912805593594e-12,88.54505726009094,958.7329032193019,-25.646952684801967,0.009859281758720586,1.2934556959163321,0.9028327421743207,0.07807761931731323,91.35192869398196,96.91723012849252,288.1915283203125,190.99564568973238,True,True,True,True
63,True,81.92943313694704,0.025821212675074378,7.388289148007523e-12,82.43487796637629,911.8045638030311,-31.07446817033503,0.009471654796154133,0.8217395178911024,0.7146893441636778,0.09054272270251844,87.33117774290162,95.2099039998201,327.5874900817871,327.9758618949355,True,True,True,True
64,True,84.42836375198334,0.017299447622598208,7.307721140638569e-12,86.60488185140841,1026.7335334043569,-31.662715625821438,0.009674683574130085,1.2210534028386664,1.043245285768775,0.06786089992073979,93.49521144773422,97.35009714023948,265.3465461730957,258.8364060321506,True,True,True,True
65,True,111.42544510195545,0.02840101168813112,5.123254650710675e-12,91.7481743652668,970.5453452995412,-30.559208228085446,0.009320732506989622,1.8306374294326082,0.9444732688309988,0.07310008884807725,92.26022680995987,97.86781439731655,307.9632759094238,221.34968768262274,True,True,True,True
66,True,79.73506370257824,0.01683234809348764,6.3102035200589876e-12,97.24982299447421,972.7178797582333,-32.1841928205598,0.011147625519646528,2.058283414917215,1.1388829106959069,0.05207977762164579,95.42711747340007,98.74041795798246,218.31743240356445,214.82622732427214,True,True,True,True
67,True,82.93473667317816,0.010436319103245266,5.142215538978512e-12,86.7623860400087,994.8100638673366,-33.655325354910254,0.009779018397805268,1.3473136553951435,0.8652848682915866,0.027932222750681482,96.77190440116783,98.96009440527075,227.3555564880371,234.07902528110537,True,True,True,True
68,True,69.83307879037703,0.020755315337644624,4.997028778898665e-12,82.18051220561495,898.5296034350312,-30.74253617071861,0.01055063078987407,1.0389083731700433,0.5549749506837148,0.040281281343912345,92.74178387794136,97.87547517999035,222.90231704711914,246.3868651280994,True,True,True,True
69,True,75.33236739395107,0.029769582386765372,7.0529279083892556e-12,75.0,872.6662264445671,-32.81378873590106,0.012076727573401353,0.6129852129340058,0.5946450831433318,0.09350940888705364,84.27475286724697,93.59765306361753,348.23081970214844,256.203961138448,True,True,True,True
70,True,89.6483606263809,0.02363661581784371,7.428279943261959e-12,89.23576400427959,941.0356304480619,-31.40082002038943,0.009530492437051188,1.4407295981103503,0.8222153425097324,0.06929546830175967,91.57210225605351,97.227875086897,288.6227798461914,242.95589139933193,True,True,True,True
71,True,77.6085760496428,0.01777105938220723,1.014806947046603e-11,96.09512641810637,1090.3711433748028,-32.79293902067053,0.010583680391142622,2.333380990790303,1.4694803231758946,0.09429141544365299,93.58334957218979,97.94056396112886,243.18248748779297,223.9694580660643,True,True,True,True
72,True,99.87485841453027,0.02757343687170058,7.300240293719545e-12,84.32792517173462,1016.5015824581935,-30.085295551297808,0.009999484790923236,1.0813800290789561,0.8146071099416815,0.10855671898859783,86.67373293656011,95.42303652409512,390.7181739807129,283.8493868691722,True,True,True,True
73,True,110.72871486935857,0.01212101901477701,9.683315980537114e-12,98.89981887945733,986.7280719803607,-32.9303119684667,0.008890541165638349,2.4098313012037487,1.7209903768622339,0.07908298064111843,95.40479820780259,98.39436373450378,299.8557472229004,232.00996934545796,True,True,True,True
74,True,83.48804996688924,0.012050594493829659,6.583759722347855e-12,84.23863860418774,1146.7368583116968,-28.144233968692173,0.009835981059892666,1.2630872526862558,0.873748296523617,0.04635384768592959,94.69482826228587,98.15885529638628,267.02842712402344,277.03751180563836,True,True,True,True
75,True,112.48672138137496,0.020221935213709526,7.952828049895111e-12,85.87726242188077,952.3787786047227,-30.290759819195053,0.00942669508737886,1.2544413019348988,0.7034199664650183,0.07642020103263554,89.13590675899076,96.57938210480785,396.9054985046387,280.1807119567495,True,True,True,True
76,True,79.68385951640725,0.024556392449528598,7.18416749592908e-12,94.03885646613165,1001.1351103456279,-32.03595042625651,0.010298034670173805,1.9052220078902273,1.343192973429791,0.08538590060193389,93.64306527126148,97.72388885628884,224.47071075439453,133.4592861364431,True,True,True,True
77,True,78.60331432866815,0.030059677504478816,8.414903110692403e-12,83.56910178448783,1041.6032908619486,-28.777584923388506,0.00859765233907454,1.248489742403973,1.026190812793567,0.11487916281094586,88.80528247001024,95.10653558611527,281.4957809448242,220.8625415569552,True,True,True,True
78,True,105.99443531360744,0.01351201661019824,1.395583756327033e-11,83.0431264790514,887.7964802944266,-31.654873842968154,0.00996678943604715,0.9768978393055104,0.8221354097334419,0.10312589020460808,87.45633760768871,95.21458566352963,442.27088928222656,356.6672723569277,True,True,True,True
79,True,92.90795352960666,0.013514565706880734,6.298832291286319e-12,85.94201968215968,960.2319363506283,-29.449012986556095,0.009205615826939142,1.408968733404262,0.801252832342174,0.04270288517335649,94.67048558835917,98.43885468299202,281.28923416137695,271.5331558796957,True,True,True,True
80,True,84.95707390457264,0.016252468682018486,7.95401725514833e-12,94.94579616680997,1038.6822195540103,-35.59126873557922,0.010827101781348339,2.1862392243414885,1.4856599477868837,0.07030710629082548,95.26761784245724,98.43076405998157,236.53667449951172,194.33860880513197,True,True,True,True
81,True,97.30553938439951,0.018446630377922043,9.033803932800479e-12,97.24957564100404,939.3864619311755,-32.15859341244408,0.01012121200045466,2.0965191478627894,1.4811852743697358,0.08379024476140506,94.34302742463741,97.9904408302354,273.3905220031738,167.31063552066152,True,True,True,True
82,True,62.348297800439774,0.018645047823054678,9.296052186428034e-12,87.03266691973813,1144.0619661539563,-31.302205831852266,0.008909088528730931,1.5947902844760287,1.7842467888493416,0.11393479181822543,93.6144039865863,97.14242593016635,194.87777709960938,279.59199637930817,True,True,True,True
83,True,75.78288491288306,0.014804564963631448,6.027346776111093e-12,82.9027040093509,904.420357686961,-27.307851939314773,0.010586623317955957,1.1163365842147726,0.6840379993834116,0.03785719795786637,94.46562939602907,98.22533030685183,235.6787109375,194.56695583061213,True,True,True,True
84,True,96.86660051283295,0.010433505815288232,5.799807203194478e-12,83.066166077298,960.4190544891151,-28.027792631104663,0.010874615646399789,1.0726134623443373,0.7541523574044401,0.031012600834572822,95.88775390939458,98.42844089961443,278.7970542907715,142.84255707964982,True,True,True,True
85,True,92.36423061804234,0.015596263290432507,7.576622696684295e-12,81.61480130730679,1119.7568891950784,-27.67856118388226,0.009154673665732676,1.1821739232254929,1.0718831833300009,0.07546426570259114,92.9596557837443,97.11391466176059,303.40789794921875,334.2070834510019,True,True,True,True
86,True,115.34099541822665,0.028869564682371805,6.5707975201048425e-12,85.34008701396937,1042.5031232116878,-29.340540684002484,0.009737787748460793,1.298244614027623,0.669227123229417,0.08373811998437379,87.48733918908012,96.07566022468436,406.68582916259766,220.92796429889708,True,True,True,True
87,True,112.88058361397214,0.023958516060485782,8.127141278441107e-12,85.6169816088257,879.3055405393925,-28.88869263255408,0.009973260037957546,1.031411055667745,0.8114018699786727,0.10120806482239687,87.52676465669754,95.50860640582225,415.18829345703125,273.86434804481576,True,True,True,True
88,True,103.41790099087693,0.01831675052497195,6.1147294162456295e-12,86.3652669958788,1096.2726730070399,-23.72445703099778,0.009881140926108357,1.4226513749578058,0.9359088602178419,0.06545696310469701,93.00605369955989,97.60471475547187,313.83737564086914,206.3774722042914,True,True,True,True
89,True,97.43861212939241,0.020128357187049827,6.761307308353127e-12,86.6941431118687,945.880092928791,-29.8007956049679,0.010940696699120058,1.219946880779749,0.8839540505562797,0.06906131714605593,92.18722770684799,97.24469980603978,309.7382164001465,180.33038118677757,True,True,True,True
90,True,108.83163130845739,0.016795156645342625,9.896223000705141e-12,102.22890882194142,865.4279046747478,-30.31870013093327,0.010044912230014668,2.076935577956469,1.3085154640118628,0.08218319353646503,93.7193563395503,97.93665641804705,314.6976089477539,210.06595187429895,True,True,True,True
91,True,78.67386056242513,0.022099963390916858,5.409227182382193e-12,102.8360377788879,955.3967386348772,-33.418169585480065,0.008263964030261431,2.558382574220217,1.1729294243692323,0.058358645025933666,95.02453908875913,98.89084804381858,204.59455490112305,276.95132815009254,True,True,True,True
92,True,85.05901064604765,0.023418283068834464,9.288133978500181e-12,99.81291497001462,1116.7719480140477,-30.312600181961535,0.011562371510445786,3.1067590264274187,1.8445844929035629,0.12914086167010866,92.99891860920788,98.07638060208677,252.82663345336914,242.69904660223187,True,True,True,True
93,True,96.62739758526459,0.032815634046533426,4.33630726224446e-12,85.93571656983909,880.2116566318573,-31.686121081792148,0.011433645452790906,1.1356952009930592,0.5543239616325901,0.0507576268614145,90.84332802213284,97.34187556320076,292.39282608032227,115.85178472675224,True,True,True,True
94,True,115.31947232262024,0.02902046433950673,9.10704790851713e-12,96.92932407551204,1029.9364553060695,-30.176876528178834,0.009611525684368821,2.1898502893884357,1.500794366197181,0.15596076018353125,89.60811929360345,96.56558143719934,365.2834129333496,262.7630476421264,True,True,True,True
95,True,66.13427984343791,0.016122932978061007,8.474846202409094e-12,89.2584318984643,894.9196134164404,-27.221629180137487,0.01082825449858307,1.5142454438348483,0.9859811217188713,0.052000674239358016,94.72599696952567,98.07116020113695,198.30963134765625,150.06837084567036,True,True,True,True
96,True,79.54506663832362,0.016588860406277522,1.152927961651433e-11,89.9083591167051,996.6946371660023,-27.468409716280643,0.00965656572627791,1.8221090406886142,1.0319731336181444,0.07846588868682726,92.39651826867602,97.5182119992312,273.26568603515625,233.24060688827643,True,True,True,True
97,True,71.67463807110474,0.014655641149684389,1.0708602533765067e-11,94.51347933575018,1059.1929065835213,-32.870618569818134,0.009787858737541018,1.8983103396290324,1.6693545566929098,0.09190875254194972,94.49435399008188,97.90326141151782,224.18699264526367,275.1945879234451,True,True,True,True
98,True,88.75016353316657,0.01240105671417753,1.068265649427962e-11,99.00079765644803,950.2772882782226,-29.32405256014289,0.009113257577858594,2.2203182550271254,1.433699553738383,0.06418931438535472,95.52281967180777,98.49579961228014,259.4588279724121,236.25195052479063,True,True,True,True
99,True,88.08822928881578,0.01860990214071133,4.502797350603194e-12,81.22448067125849,978.3846728875302,-27.862436301690387,0.009584066463048492,0.9505336483804732,0.5800615848101225,0.03609028098694291,93.77819839616569,97.84906265998829,263.8394355773926,196.04589593785684,True,True,True,True
100,True,120.38024272501545,0.010788749788861147,6.076103205470796e-12,91.63818284789996,914.4470358981748,-30.431271405786582,0.00811824981000018,1.48774808416603,0.9230464798165732,0.04405156129988768,95.22759013081968,98.39565050032517,319.883975982666,234.32273187465674,True,True,True,True
101,True,139.063959573711,0.03038259840311134,7.446362405613777e-12,91.75170414650283,947.0788605378199,-32.152858242924246,0.010178960409572148,1.7786824239443717,1.1021287024857835,0.14505289410854338,86.83884252525267,96.05938625107538,448.67156982421875,199.53093935546966,True,True,True,True
